# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ACTA1	ENSG00000143632	ENST00000684723	protein_coding	0	1	0	48	3	0	2	0	0	0	0	13	0	10	0	0	0	0	0	1	0	0	0	0	0	0	21
ACTBP11	ENSG00000188460	ENST00000436287	processed_pseudogene	0	0	0	31	0	0	0	0	0	0	0	15	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10
ACTBP12	ENSG00000233125	ENST00000435871	processed_pseudogene	0	0	0	25	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ACTG1P20	ENSG00000241547	ENST00000486001	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1P21	ENSG00000232672	ENST00000431536	processed_pseudogene	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8
ACTG1P25	ENSG00000234996	ENST00000438944	transcribed_processed_pseudogene	0	0	0	27	0	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12
ACTG1P25	ENSG00000234996	ENST00000456105	processed_transcript	0	0	0	53	0	0	0	0	0	0	0	9	0	30	0	7	0	0	0	0	0	0	0	0	0	0	7
ACTG1P4	ENSG00000236085	ENST00000425123	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ACTL8	ENSG00000117148	ENST00000375406	protein_coding	0	1	0	188	0	0	0	0	0	0	0	11	0	172	0	0	0	0	0	0	0	0	0	0	0	1	5
ACTL8	ENSG00000117148	ENST00000617065	protein_coding	0	1	0	18	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	1	3
ACTN2	ENSG00000077522	ENST00000366578	protein_coding	0	5	0	246	2	0	0	0	0	0	0	17	0	218	0	0	0	0	0	1	0	0	0	0	0	4	10
ACTN2	ENSG00000077522	ENST00000461367	retained_intron	0	0	0	46	0	0	0	0	0	0	0	17	0	11	0	3	0	0	0	0	0	0	0	0	0	0	15
ACTN2	ENSG00000077522	ENST00000492101	retained_intron	0	0	0	22	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6
ACTN2	ENSG00000077522	ENST00000492634	processed_transcript	0	1	0	212	0	0	0	0	0	0	0	17	0	176	0	6	0	0	0	1	0	0	0	0	0	0	14
ACTN2	ENSG00000077522	ENST00000494762	retained_intron	0	0	0	109	0	0	0	0	0	0	0	25	0	62	0	8	0	0	0	0	0	0	0	0	0	0	14
ACTN2	ENSG00000077522	ENST00000542672	protein_coding	0	5	0	245	0	0	0	0	0	0	0	18	0	218	0	0	0	0	0	1	0	0	0	0	0	4	10
ACTN2	ENSG00000077522	ENST00000651091	nonsense_mediated_decay	0	1	0	251	2	0	0	0	0	0	0	18	0	218	0	4	0	0	0	1	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000651187	protein_coding	0	2	0	183	0	0	0	0	0	0	0	27	0	149	0	0	0	0	0	0	0	0	0	0	0	2	7
ACTN2	ENSG00000077522	ENST00000651275	protein_coding	0	5	0	245	0	0	0	0	0	0	0	18	0	218	0	0	0	0	0	1	0	0	0	0	0	4	10
ACTN2	ENSG00000077522	ENST00000651781	protein_coding	0	2	0	107	0	0	0	0	0	0	0	18	0	74	0	0	0	0	0	0	0	0	0	0	0	2	15
ACTN2	ENSG00000077522	ENST00000651786	nonsense_mediated_decay	0	1	0	251	2	0	0	0	0	0	0	18	0	218	0	4	0	0	0	1	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000652096	nonsense_mediated_decay	0	1	0	253	4	0	0	0	0	0	0	17	0	217	0	6	0	0	0	1	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000682015	protein_coding	0	5	0	246	2	0	0	0	0	0	0	17	0	218	0	0	0	0	0	1	0	0	0	0	0	4	10
ACTN2	ENSG00000077522	ENST00000682490	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	18	0	7	0	1	0	0	0	0	0	0	0	0	0	0	15
ACTN2	ENSG00000077522	ENST00000682692	retained_intron	0	1	0	250	0	0	0	0	0	0	0	17	0	214	0	10	0	0	0	1	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000682966	retained_intron	0	1	0	250	0	0	0	0	0	0	0	17	0	202	0	22	0	0	0	1	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000683075	retained_intron	0	0	0	141	0	0	0	0	0	0	0	26	0	98	0	7	0	0	0	0	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000683111	nonsense_mediated_decay	0	1	0	254	4	0	0	0	0	0	0	17	0	218	0	6	0	0	0	1	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000683322	retained_intron	0	1	0	118	0	0	0	0	0	0	0	17	0	74	0	9	0	0	0	1	0	0	0	0	0	0	19
ACTN2	ENSG00000077522	ENST00000683805	retained_intron	0	0	0	44	0	0	0	0	0	0	0	17	0	7	0	7	0	0	0	0	0	0	0	0	0	0	13
ACTN2	ENSG00000077522	ENST00000684050	retained_intron	0	1	0	250	0	0	0	0	0	0	0	17	0	210	0	14	0	0	0	1	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000684122	retained_intron	0	0	0	41	0	0	0	0	0	0	0	18	0	6	0	2	0	0	0	0	0	0	0	0	0	0	15
ACTN2	ENSG00000077522	ENST00000684286	retained_intron	0	1	0	250	0	0	0	0	0	0	0	17	0	212	0	12	0	0	0	1	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000684502	retained_intron	0	1	0	250	0	0	0	0	0	0	0	17	0	214	0	10	0	0	0	1	0	0	0	0	0	0	10
ACTN2	ENSG00000077522	ENST00000684763	retained_intron	0	0	0	50	0	0	0	0	0	0	0	17	0	19	0	6	0	0	0	0	0	0	0	0	0	0	8
ACTN4P2	ENSG00000214141	ENST00000473049	processed_pseudogene	0	0	0	24	0	0	0	0	0	0	0	5	0	2	0	2	0	0	0	0	0	0	0	0	0	0	15
ACTRT2	ENSG00000169717	ENST00000378404	protein_coding	0	2	0	38	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28
ADAM15	ENSG00000143537	ENST00000271836	protein_coding	0	0	2	20	0	0	0	0	0	0	0	4	0	14	2	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000355956	protein_coding	0	0	3	19	0	0	0	0	0	0	0	4	0	13	3	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000356955	protein_coding	0	0	3	19	0	0	0	0	0	0	0	4	0	13	3	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000359280	protein_coding	0	0	2	20	0	0	0	0	0	0	0	4	0	14	2	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000360674	protein_coding	0	0	2	20	0	0	0	0	0	0	0	4	0	14	2	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000368412	protein_coding	0	1	2	19	0	0	0	0	0	0	0	4	0	13	2	0	0	0	0	0	0	0	0	0	0	1	2
ADAM15	ENSG00000143537	ENST00000368413	protein_coding	0	0	1	21	0	0	0	0	0	0	0	4	0	15	1	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000447332	protein_coding	0	0	1	18	0	0	0	0	0	0	0	8	0	8	1	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000449910	protein_coding	0	0	3	19	0	0	0	0	0	0	0	4	0	13	3	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000461234	processed_transcript	0	0	0	17	0	0	0	0	0	0	0	4	0	5	0	2	0	0	0	0	0	0	0	0	0	0	6
ADAM15	ENSG00000143537	ENST00000461564	retained_intron	0	0	0	22	0	0	0	0	0	0	0	4	0	13	0	3	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000462116	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	4	0	5	0	2	0	0	0	0	0	0	0	0	0	0	5
ADAM15	ENSG00000143537	ENST00000464824	retained_intron	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ADAM15	ENSG00000143537	ENST00000468053	processed_transcript	0	0	0	15	0	0	0	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	0	0	5
ADAM15	ENSG00000143537	ENST00000470779	processed_transcript	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
ADAM15	ENSG00000143537	ENST00000472434	processed_transcript	0	0	0	22	0	0	0	0	0	0	0	4	0	13	0	3	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000473905	processed_transcript	0	0	0	17	0	0	0	0	0	0	0	8	0	6	0	1	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000474709	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	4	0	6	0	1	0	0	0	0	0	0	0	0	0	0	5
ADAM15	ENSG00000143537	ENST00000477533	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000480331	processed_transcript	0	0	0	17	0	0	0	0	0	0	0	8	0	6	0	1	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000485346	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000487956	processed_transcript	0	0	0	18	0	0	0	0	0	0	0	7	0	8	0	1	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000498481	retained_intron	0	0	0	17	0	0	0	0	0	0	0	4	0	5	0	2	0	0	0	0	0	0	0	0	0	0	6
ADAM15	ENSG00000143537	ENST00000525020	retained_intron	0	0	0	16	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7
ADAM15	ENSG00000143537	ENST00000526491	nonsense_mediated_decay	0	0	0	22	0	0	0	0	0	0	0	4	0	13	0	3	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000527418	retained_intron	0	0	0	22	0	0	0	0	0	0	0	4	0	11	0	5	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000529473	nonsense_mediated_decay	0	0	0	22	0	0	0	0	0	0	0	4	0	14	0	2	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000531455	protein_coding	0	0	2	20	0	0	0	0	0	0	0	4	0	14	2	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000531703	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000531831	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000533732	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAM15	ENSG00000143537	ENST00000534019	retained_intron	0	0	0	15	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
ADAM30	ENSG00000134249	ENST00000369400	protein_coding	0	1	2	17	0	0	1	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	1	8
ADAMTS4	ENSG00000158859	ENST00000367995	protein_coding	0	1	0	6	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
ADAMTS4	ENSG00000158859	ENST00000367996	protein_coding	0	1	1	11	2	0	0	0	0	0	0	4	0	4	1	0	0	0	0	0	0	0	0	0	0	1	1
ADAMTS4	ENSG00000158859	ENST00000478394	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
ADAMTSL4	ENSG00000143382	ENST00000271643	protein_coding	0	2	2	27	0	0	0	0	0	0	0	4	0	21	2	0	0	0	0	0	0	0	0	0	0	2	2
ADAMTSL4	ENSG00000143382	ENST00000369038	protein_coding	0	2	2	26	0	0	0	0	0	0	0	4	0	18	2	0	0	0	0	0	0	0	0	0	0	2	4
ADAMTSL4	ENSG00000143382	ENST00000369039	protein_coding	0	3	2	27	0	0	0	0	0	0	0	4	0	20	2	0	0	0	0	1	0	0	0	0	0	3	3
ADAMTSL4	ENSG00000143382	ENST00000369041	protein_coding	0	3	2	24	0	0	0	0	0	0	0	4	0	18	2	0	0	0	0	0	0	0	0	0	0	3	2
ADAMTSL4	ENSG00000143382	ENST00000483335	processed_transcript	0	0	0	19	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
ADAMTSL4	ENSG00000143382	ENST00000489159	retained_intron	0	0	0	26	0	0	0	0	0	0	0	4	0	3	0	3	0	0	0	0	0	0	0	0	0	0	16
ADAMTSL4	ENSG00000143382	ENST00000674043	protein_coding	0	3	2	25	0	0	0	0	0	0	0	4	0	20	2	0	0	0	0	1	0	0	0	0	0	3	1
ADAMTSL4	ENSG00000143382	ENST00000674058	protein_coding	0	3	2	25	0	0	0	0	0	0	0	4	0	20	2	0	0	0	0	1	0	0	0	0	0	3	1
ADAMTSL4-AS1	ENSG00000203804	ENST00000615012		0	0	0	20	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
ADAMTSL4-AS2	ENSG00000237781	ENST00000442435		0	0	0	29	0	0	0	0	0	0	0	3	0	18	0	1	0	0	0	0	0	0	0	0	0	0	7
ADAR	ENSG00000160710	ENST00000368471	protein_coding	0	2	1	141	7	0	4	0	0	0	0	14	0	104	1	0	0	0	0	1	0	0	0	0	0	1	13
ADAR	ENSG00000160710	ENST00000368474	protein_coding	0	3	2	92	7	0	0	0	0	0	0	14	0	57	2	0	0	0	0	1	0	0	0	0	0	2	15
ADAR	ENSG00000160710	ENST00000463920	retained_intron	0	0	0	95	0	0	0	0	0	0	0	9	0	71	0	2	0	0	0	0	0	0	0	0	0	0	13
ADAR	ENSG00000160710	ENST00000471068	processed_transcript	0	0	0	90	0	0	0	0	0	0	0	5	0	69	0	1	0	0	0	0	0	0	0	0	0	0	15
ADAR	ENSG00000160710	ENST00000492630	retained_intron	0	1	0	41	0	0	0	0	0	0	0	14	0	1	0	12	0	0	0	1	0	0	0	0	0	0	15
ADAR	ENSG00000160710	ENST00000494866	processed_transcript	0	0	0	90	0	0	0	0	0	0	0	5	0	69	0	3	0	0	0	0	0	0	0	0	0	0	13
ADAR	ENSG00000160710	ENST00000526905	processed_transcript	0	0	0	40	0	0	0	0	0	0	0	5	0	15	0	1	0	0	0	0	0	0	0	0	0	0	19
ADAR	ENSG00000160710	ENST00000529168	protein_coding	0	3	2	92	7	0	0	0	0	0	0	14	0	57	2	0	0	0	0	1	0	0	0	0	0	2	15
ADAR	ENSG00000160710	ENST00000534279	retained_intron	0	0	0	38	0	0	0	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20
ADAR	ENSG00000160710	ENST00000647682	retained_intron	0	1	0	96	0	0	0	0	0	0	0	12	0	56	0	15	0	0	0	1	0	0	0	0	0	0	14
ADAR	ENSG00000160710	ENST00000648231	protein_coding	0	2	1	94	7	0	2	0	0	0	0	14	0	57	1	0	0	0	0	1	0	0	0	0	0	1	15
ADAR	ENSG00000160710	ENST00000648311	protein_coding	0	2	1	141	7	0	2	0	0	0	0	14	0	104	1	0	0	0	0	1	0	0	0	0	0	1	15
ADAR	ENSG00000160710	ENST00000648714	nonsense_mediated_decay	0	1	0	108	11	0	0	0	0	0	0	12	0	57	0	14	0	0	0	1	0	0	0	0	0	0	15
ADAR	ENSG00000160710	ENST00000648871	protein_coding	0	0	1	56	0	0	1	0	0	0	0	13	0	29	1	0	0	0	0	0	0	0	0	0	0	0	13
ADAR	ENSG00000160710	ENST00000649021	retained_intron	0	1	0	143	0	0	0	0	0	0	0	14	0	106	0	11	0	0	0	1	0	0	0	0	0	0	13
ADAR	ENSG00000160710	ENST00000649022	protein_coding	0	2	1	141	7	0	4	0	0	0	0	14	0	104	1	0	0	0	0	1	0	0	0	0	0	1	13
ADAR	ENSG00000160710	ENST00000649042	protein_coding	0	2	1	141	7	0	1	0	0	0	0	14	0	107	1	0	0	0	0	1	0	0	0	0	0	1	13
ADAR	ENSG00000160710	ENST00000649408	nonsense_mediated_decay	0	1	0	103	7	0	0	0	0	0	0	14	0	56	0	12	0	0	0	1	0	0	0	0	0	0	15
ADAR	ENSG00000160710	ENST00000649724	protein_coding	0	2	1	141	7	0	2	0	0	0	0	14	0	106	1	0	0	0	0	1	0	0	0	0	0	1	13
ADAR	ENSG00000160710	ENST00000649749	protein_coding	0	2	1	95	7	0	3	0	0	0	0	14	0	59	1	0	0	0	0	1	0	0	0	0	0	1	13
ADAR	ENSG00000160710	ENST00000679375	nonsense_mediated_decay	0	1	0	157	11	0	2	0	0	0	0	12	0	106	0	14	0	0	0	1	0	0	0	0	0	0	13
ADAR	ENSG00000160710	ENST00000679465	retained_intron	0	1	0	96	0	0	0	0	0	0	0	14	0	54	0	14	0	0	0	1	0	0	0	0	0	0	15
ADAR	ENSG00000160710	ENST00000679805	retained_intron	0	1	0	143	0	0	0	0	0	0	0	14	0	106	0	11	0	0	0	1	0	0	0	0	0	0	13
ADAR	ENSG00000160710	ENST00000679899	protein_coding	0	2	1	142	10	0	4	0	0	0	0	12	0	104	1	0	0	0	0	1	0	0	0	0	0	1	13
ADAR	ENSG00000160710	ENST00000680270	protein_coding	0	2	1	142	10	0	2	0	0	0	0	12	0	106	1	0	0	0	0	1	0	0	0	0	0	1	13
ADAR	ENSG00000160710	ENST00000680305	protein_coding	0	3	2	92	7	0	0	0	0	0	0	14	0	57	2	0	0	0	0	1	0	0	0	0	0	2	15
ADAR	ENSG00000160710	ENST00000680472	retained_intron	0	0	0	95	0	0	0	0	0	0	0	9	0	70	0	3	0	0	0	0	0	0	0	0	0	0	13
ADAR	ENSG00000160710	ENST00000681056	protein_coding	0	2	1	142	10	0	0	0	0	0	0	12	0	108	1	0	0	0	0	1	0	0	0	0	0	1	13
ADAR	ENSG00000160710	ENST00000681235	nonsense_mediated_decay	0	1	0	109	12	0	0	0	0	0	0	12	0	58	0	13	0	0	0	1	0	0	0	0	0	0	15
ADAR	ENSG00000160710	ENST00000681429	retained_intron	0	1	0	66	0	0	0	0	0	0	0	14	0	32	0	9	0	0	0	1	0	0	0	0	0	0	12
ADAR	ENSG00000160710	ENST00000681683	protein_coding	0	2	1	135	0	0	3	0	0	0	0	15	0	105	1	0	0	0	0	1	0	0	0	0	0	1	13
ADAR	ENSG00000160710	ENST00000681786	retained_intron	0	1	0	96	0	0	0	0	0	0	0	14	0	54	0	14	0	0	0	1	0	0	0	0	0	0	15
ADAR	ENSG00000160710	ENST00000681901	nonsense_mediated_decay	0	1	0	109	12	0	0	0	0	0	0	12	0	58	0	13	0	0	0	1	0	0	0	0	0	0	15
ADCY10	ENSG00000143199	ENST00000367848	protein_coding	0	5	3	286	0	0	0	0	0	0	0	9	0	268	3	0	0	0	0	0	0	0	0	0	0	5	9
ADCY10	ENSG00000143199	ENST00000367851	protein_coding	0	5	3	286	1	0	0	0	0	0	0	8	0	268	3	0	0	0	0	0	0	0	0	0	0	5	9
ADCY10	ENSG00000143199	ENST00000476818	protein_coding	0	0	0	44	1	0	0	0	0	0	0	12	0	22	0	0	0	0	0	0	0	0	0	0	0	0	9
ADCY10	ENSG00000143199	ENST00000485964	nonsense_mediated_decay	0	0	0	120	2	0	0	0	0	0	0	9	0	89	0	4	0	0	0	0	0	0	0	0	0	0	16
ADCY10	ENSG00000143199	ENST00000545172	protein_coding	0	5	3	286	1	0	0	0	0	0	0	8	0	268	3	0	0	0	0	0	0	0	0	0	0	5	9
ADGRB2	ENSG00000121753	ENST00000373655	protein_coding	0	4	2	41	0	0	0	0	0	0	0	4	0	33	2	0	0	0	0	0	0	0	0	0	0	4	4
ADGRB2	ENSG00000121753	ENST00000373658	protein_coding	0	4	2	41	0	0	0	0	0	0	0	4	0	33	2	0	0	0	0	0	0	0	0	0	0	4	4
ADGRB2	ENSG00000121753	ENST00000398538	protein_coding	0	3	2	35	0	0	0	0	0	0	0	3	0	30	2	0	0	0	0	0	0	0	0	0	0	3	2
ADGRB2	ENSG00000121753	ENST00000398542	protein_coding	0	3	2	42	0	0	0	0	0	0	0	4	0	34	2	0	0	0	0	0	0	0	0	0	0	3	4
ADGRB2	ENSG00000121753	ENST00000398547	protein_coding	0	3	2	42	0	0	0	0	0	0	0	4	0	34	2	0	0	0	0	0	0	0	0	0	0	3	4
ADGRB2	ENSG00000121753	ENST00000398556	protein_coding	0	4	2	37	0	0	0	0	0	0	0	4	0	30	2	0	0	0	0	0	0	0	0	0	0	4	3
ADGRB2	ENSG00000121753	ENST00000420125	protein_coding	0	2	0	24	0	0	0	0	0	0	0	3	0	19	0	0	0	0	0	0	0	0	0	0	0	2	2
ADGRB2	ENSG00000121753	ENST00000436464	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
ADGRB2	ENSG00000121753	ENST00000465256	retained_intron	0	0	0	25	0	0	0	0	0	0	0	4	0	9	0	4	0	0	0	0	0	0	0	0	0	0	8
ADGRB2	ENSG00000121753	ENST00000466109	retained_intron	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7
ADGRB2	ENSG00000121753	ENST00000468430	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
ADGRB2	ENSG00000121753	ENST00000527361	protein_coding	0	4	2	34	0	0	0	0	0	0	0	3	0	29	2	0	0	0	0	0	0	0	0	0	0	4	2
ADGRB2	ENSG00000121753	ENST00000530134	processed_transcript	0	0	0	24	0	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3
ADGRB2	ENSG00000121753	ENST00000530999	retained_intron	0	0	0	20	0	0	0	0	0	0	0	3	0	9	0	4	0	0	0	0	0	0	0	0	0	0	4
ADGRB2	ENSG00000121753	ENST00000533175	protein_coding	0	1	0	29	0	0	0	0	0	0	0	8	0	18	0	0	0	0	0	0	0	0	0	0	0	1	3
ADGRL2	ENSG00000117114	ENST00000319517	protein_coding	0	1	0	337	1	0	0	0	0	0	0	7	0	319	0	0	0	0	0	0	0	0	0	0	0	1	10
ADGRL2	ENSG00000117114	ENST00000359929	protein_coding	0	1	0	614	0	0	0	0	0	0	0	5	0	599	0	0	0	0	0	0	0	0	0	0	0	1	10
ADGRL2	ENSG00000117114	ENST00000370713	protein_coding	0	1	0	337	1	0	0	0	0	0	0	7	0	319	0	0	0	0	0	0	0	0	0	0	0	1	10
ADGRL2	ENSG00000117114	ENST00000370715	protein_coding	0	1	0	337	1	0	0	0	0	0	0	7	0	319	0	0	0	0	0	0	0	0	0	0	0	1	10
ADGRL2	ENSG00000117114	ENST00000370717	protein_coding	0	1	0	337	1	0	0	0	0	0	0	7	0	319	0	0	0	0	0	0	0	0	0	0	0	1	10
ADGRL2	ENSG00000117114	ENST00000370721	protein_coding	0	1	0	1686	0	0	0	0	0	0	0	5	0	1657	0	0	0	0	0	0	0	0	0	0	0	1	24
ADGRL2	ENSG00000117114	ENST00000370723	protein_coding	0	1	0	1686	0	0	0	0	0	0	0	5	0	1657	0	0	0	0	0	0	0	0	0	0	0	1	24
ADGRL2	ENSG00000117114	ENST00000370725	protein_coding	0	1	0	1686	0	0	0	0	0	0	0	5	0	1657	0	0	0	0	0	0	0	0	0	0	0	1	24
ADGRL2	ENSG00000117114	ENST00000370727	protein_coding	0	1	0	1686	0	0	0	0	0	0	0	5	0	1657	0	0	0	0	0	0	0	0	0	0	0	1	24
ADGRL2	ENSG00000117114	ENST00000370728	protein_coding	0	1	0	1689	1	0	0	0	0	0	0	7	0	1657	0	0	0	0	0	0	0	0	0	0	0	1	24
ADGRL2	ENSG00000117114	ENST00000370730	protein_coding	0	1	0	1689	1	0	0	0	0	0	0	7	0	1657	0	0	0	0	0	0	0	0	0	0	0	1	24
ADGRL2	ENSG00000117114	ENST00000402328	protein_coding	0	0	0	30	1	0	0	0	0	0	0	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	8
ADGRL2	ENSG00000117114	ENST00000449420	protein_coding	0	1	0	96	0	0	0	0	0	0	0	5	0	83	0	0	0	0	0	0	0	0	0	0	0	1	8
ADGRL2	ENSG00000117114	ENST00000464551	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
ADGRL2	ENSG00000117114	ENST00000464775	retained_intron	0	0	0	51	0	0	0	0	0	0	0	8	0	33	0	0	0	0	0	0	0	0	0	0	0	0	10
ADGRL2	ENSG00000117114	ENST00000468283	processed_transcript	0	0	0	38	0	0	0	0	0	0	0	7	0	23	0	1	0	0	0	0	0	0	0	0	0	0	7
ADGRL2	ENSG00000117114	ENST00000469377	processed_transcript	0	0	0	1691	0	0	0	0	0	0	0	8	0	1658	0	1	0	0	0	0	0	0	0	0	0	0	24
ADGRL2	ENSG00000117114	ENST00000472424	retained_intron	0	0	0	28	0	0	0	0	0	0	0	7	0	3	0	11	0	0	0	0	0	0	0	0	0	0	7
ADGRL2	ENSG00000117114	ENST00000473719	processed_transcript	0	0	0	1217	0	0	0	0	0	0	0	11	0	1182	0	0	0	0	0	0	0	0	0	0	0	0	24
ADGRL2	ENSG00000117114	ENST00000492666	processed_transcript	0	0	0	338	0	0	0	0	0	0	0	15	0	299	0	0	0	0	0	0	0	0	0	0	0	0	24
ADGRL2	ENSG00000117114	ENST00000498776	processed_transcript	0	0	0	15	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	7
ADGRL2	ENSG00000117114	ENST00000627151	protein_coding	0	1	0	337	1	0	0	0	0	0	0	7	0	319	0	0	0	0	0	0	0	0	0	0	0	1	10
ADGRL2	ENSG00000117114	ENST00000674168	protein_coding	0	1	0	337	1	0	0	0	0	0	0	7	0	319	0	0	0	0	0	0	0	0	0	0	0	1	10
ADGRL2	ENSG00000117114	ENST00000674198	retained_intron	0	0	0	58	0	0	0	0	0	0	0	7	0	33	0	6	0	0	0	0	0	0	0	0	0	0	12
